bits,N,y,q,r,N_digits,y_digits,q_digits,r_digits,q_norm,q_bin,exact,correct_digits,valid_digits
9,377,98291,260,271,3,5,3,3,0.69148936,Q50_75,0,1,3
9,377,138542,367,183,3,6,3,3,0.97606383,Q75_100,0,0,3
9,377,28034,74,136,3,5,2,3,0.19680851,Q0_25,0,2,3
9,377,53998,143,87,3,5,3,2,0.38031915,Q25_50,0,0,2
9,377,86892,230,182,3,5,3,3,0.61170213,Q50_75,0,0,3
9,377,6189,16,157,3,4,2,3,0.04255319,Q0_25,0,0,3
9,377,127563,338,137,3,6,3,3,0.89893617,Q75_100,0,0,3
9,377,85142,225,317,3,5,3,3,0.59840426,Q50_75,0,0,3
9,377,117615,311,368,3,6,3,3,0.82712766,Q75_100,0,1,3
9,377,80439,213,138,3,5,3,3,0.56648936,Q50_75,0,1,3
9,377,18235,48,139,3,5,2,3,0.12765957,Q0_25,0,2,3
9,377,12096,32,32,3,5,2,2,0.08510638,Q0_25,1,2,2
9,377,24495,64,367,3,5,2,3,0.17021277,Q0_25,0,0,3
9,377,38498,102,44,3,5,3,2,0.2712766,Q25_50,0,0,2
9,377,8546,22,252,3,4,2,3,0.05851064,Q0_25,0,1,3
9,377,22535,59,292,3,5,2,3,0.15691489,Q0_25,0,0,3
9,377,44481,117,372,3,5,3,3,0.31117021,Q25_50,0,0,3
9,377,123613,327,334,3,6,3,3,0.86968085,Q75_100,0,0,3
9,377,126499,335,204,3,6,3,3,0.89095745,Q75_100,0,1,3
9,377,42405,112,181,3,5,3,3,0.29787234,Q25_50,0,1,3
9,377,9303,24,255,3,4,2,3,0.06382979,Q0_25,0,1,3
9,377,92927,246,185,3,5,3,3,0.65425532,Q50_75,0,1,3
9,377,128292,340,112,3,6,3,3,0.90425532,Q75_100,0,1,3
9,377,27264,72,120,3,5,2,3,0.19148936,Q0_25,0,2,3
9,377,76294,202,140,3,5,3,3,0.53723404,Q50_75,0,1,3
9,377,13442,35,247,3,5,2,3,0.09308511,Q0_25,0,2,3
9,377,77065,204,157,3,5,3,3,0.54255319,Q50_75,0,1,3
9,377,60279,159,336,3,5,3,3,0.42287234,Q25_50,0,0,3
9,377,85029,225,204,3,5,3,3,0.59840426,Q50_75,0,2,3
9,377,126385,335,90,3,6,3,2,0.89095745,Q75_100,0,0,2
9,377,130886,347,67,3,6,3,2,0.92287234,Q75_100,0,0,2
9,377,30064,79,281,3,5,2,3,0.21010638,Q0_25,0,1,3
9,377,601,1,224,3,3,1,3,0.00265957,Q0_25,0,1,3
9,377,139266,369,153,3,6,3,3,0.98138298,Q75_100,0,0,3
9,377,35455,94,17,3,5,2,2,0.25,Q25_50,0,0,2
9,377,96117,254,359,3,5,3,3,0.67553191,Q50_75,0,0,3
9,377,62177,164,349,3,5,3,3,0.43617021,Q25_50,0,0,3
9,377,98764,261,367,3,5,3,3,0.69414894,Q50_75,0,0,3
9,377,28964,76,312,3,5,2,3,0.20212766,Q0_25,0,0,3
9,377,10389,27,210,3,5,2,3,0.07180851,Q0_25,0,2,3
9,377,30935,82,21,3,5,2,2,0.21808511,Q0_25,0,0,2
9,377,10200,27,21,3,5,2,2,0.07180851,Q0_25,0,0,2
9,377,54031,143,120,3,5,3,3,0.38031915,Q25_50,0,0,3
9,377,12965,34,147,3,5,2,3,0.09042553,Q0_25,0,1,3
9,377,72487,192,103,3,5,3,3,0.5106383,Q50_75,0,1,3
9,377,117802,312,178,3,6,3,3,0.82978723,Q75_100,0,2,3
9,377,140948,373,327,3,6,3,3,0.99202128,Q75_100,0,1,3
9,377,22073,58,207,3,5,2,3,0.15425532,Q0_25,0,2,3
9,377,60632,160,312,3,5,3,3,0.42553191,Q25_50,0,0,3
9,377,26224,69,211,3,5,2,3,0.18351064,Q0_25,0,1,3
9,377,30707,81,170,3,5,2,3,0.21542553,Q0_25,0,1,3
9,377,78131,207,92,3,5,3,2,0.55053191,Q50_75,0,1,2
9,377,29185,77,156,3,5,2,3,0.20478723,Q0_25,0,1,3
9,377,103575,274,277,3,6,3,3,0.7287234,Q50_75,0,1,3
9,377,13084,34,266,3,5,2,3,0.09042553,Q0_25,0,1,3
9,377,43742,116,10,3,5,3,2,0.30851064,Q25_50,0,0,2
9,377,139622,370,132,3,6,3,3,0.98404255,Q75_100,0,0,3
9,377,58747,155,312,3,5,3,3,0.41223404,Q25_50,0,0,3
9,377,51281,136,9,3,5,3,1,0.36170213,Q25_50,0,0,1
9,377,18315,48,219,3,5,2,3,0.12765957,Q0_25,0,1,3
9,377,24335,64,207,3,5,2,3,0.17021277,Q0_25,0,2,3
9,377,109360,290,30,3,6,3,2,0.7712766,Q75_100,0,0,2
9,377,34825,92,141,3,5,2,3,0.24468085,Q0_25,0,1,3
9,377,7675,20,135,3,4,2,3,0.05319149,Q0_25,0,1,3
9,377,74848,198,202,3,5,3,3,0.52659574,Q50_75,0,2,3
9,377,29532,78,126,3,5,2,3,0.20744681,Q0_25,0,2,3
9,377,47660,126,158,3,5,3,3,0.33510638,Q25_50,0,1,3
9,377,127797,338,371,3,6,3,3,0.89893617,Q75_100,0,0,3
9,377,97409,258,143,3,5,3,3,0.68617021,Q50_75,0,1,3
9,377,11684,30,374,3,5,2,3,0.07978723,Q0_25,0,0,3
9,377,127969,339,166,3,6,3,3,0.90159574,Q75_100,0,1,3
9,377,124995,331,208,3,6,3,3,0.88031915,Q75_100,0,1,3
9,377,87618,232,154,3,5,3,3,0.61702128,Q50_75,0,1,3
9,377,38908,103,77,3,5,3,2,0.27393617,Q25_50,0,0,2
9,377,129614,343,303,3,6,3,3,0.91223404,Q75_100,0,0,3
9,377,78301,207,262,3,5,3,3,0.55053191,Q50_75,0,2,3
9,377,22670,60,50,3,5,2,2,0.15957447,Q0_25,0,0,2
9,377,122866,325,341,3,6,3,3,0.8643617,Q75_100,0,1,3
9,377,118093,313,92,3,6,3,2,0.83244681,Q75_100,0,0,2
9,377,7342,19,179,3,4,2,3,0.05053191,Q0_25,0,0,3
9,377,22889,60,269,3,5,2,3,0.15957447,Q0_25,0,2,3
9,377,50297,133,156,3,5,3,3,0.3537234,Q25_50,0,1,3
9,377,65562,173,341,3,5,3,3,0.46010638,Q25_50,0,0,3
9,377,63573,168,237,3,5,3,3,0.44680851,Q25_50,0,2,3
9,377,4022,10,252,3,4,2,3,0.02659574,Q0_25,0,1,3
9,377,107053,283,362,3,6,3,3,0.75265957,Q75_100,0,0,3
9,377,74989,198,343,3,5,3,3,0.52659574,Q50_75,0,0,3
9,377,69516,184,148,3,5,3,3,0.4893617,Q25_50,0,2,3
9,377,75694,200,294,3,5,3,3,0.53191489,Q50_75,0,1,3
9,377,102678,272,134,3,6,3,3,0.72340426,Q50_75,0,0,3
9,377,49483,131,96,3,5,3,2,0.34840426,Q25_50,0,0,2
9,377,133030,352,326,3,6,3,3,0.93617021,Q75_100,0,0,3
9,377,27354,72,210,3,5,2,3,0.19148936,Q0_25,0,2,3
9,377,109595,290,265,3,6,3,3,0.7712766,Q75_100,0,2,3
9,377,113719,301,242,3,6,3,3,0.80053191,Q75_100,0,1,3
9,377,108056,286,234,3,6,3,3,0.7606383,Q75_100,0,2,3
9,377,128462,340,282,3,6,3,3,0.90425532,Q75_100,0,1,3
9,377,133046,352,342,3,6,3,3,0.93617021,Q75_100,0,0,3
9,377,134951,357,362,3,6,3,3,0.94946809,Q75_100,0,0,3
9,377,28903,76,251,3,5,2,3,0.20212766,Q0_25,0,0,3
9,377,64521,171,54,3,5,3,2,0.45478723,Q25_50,0,0,2
9,377,34807,92,123,3,5,2,3,0.24468085,Q0_25,0,1,3
9,377,62328,165,123,3,5,3,3,0.43882979,Q25_50,0,0,3
9,377,12344,32,280,3,5,2,3,0.08510638,Q0_25,0,2,3
9,377,123732,328,76,3,6,3,2,0.87234043,Q75_100,0,1,2
9,377,115614,306,252,3,6,3,3,0.81382979,Q75_100,0,0,3
9,377,6033,16,1,3,4,2,1,0.04255319,Q0_25,1,1,1
9,377,29963,79,180,3,5,2,3,0.21010638,Q0_25,0,2,3
9,377,24888,66,6,3,5,2,1,0.17553191,Q0_25,0,0,1
9,377,94418,250,168,3,5,3,3,0.66489362,Q50_75,0,1,3
9,377,101308,268,272,3,6,3,3,0.71276596,Q50_75,0,1,3
9,377,128623,341,66,3,6,3,2,0.90691489,Q75_100,0,0,2
9,377,9828,26,26,3,4,2,2,0.06914894,Q0_25,0,1,2
9,377,31236,82,322,3,5,2,3,0.21808511,Q0_25,0,0,3
9,377,16855,44,267,3,5,2,3,0.11702128,Q0_25,0,1,3
9,377,79047,209,254,3,5,3,3,0.55585106,Q50_75,0,1,3
9,377,116819,309,326,3,6,3,3,0.82180851,Q75_100,0,2,3
9,377,60070,159,127,3,5,3,3,0.42287234,Q25_50,0,2,3
9,377,73991,196,99,3,5,3,2,0.5212766,Q50_75,0,0,2
9,377,19176,50,326,3,5,2,3,0.13297872,Q0_25,0,0,3
9,377,22874,60,254,3,5,2,3,0.15957447,Q0_25,0,2,3
9,377,130564,346,122,3,6,3,3,0.92021277,Q75_100,0,0,3
9,377,125074,331,287,3,6,3,3,0.88031915,Q75_100,0,1,3
9,377,37469,99,146,3,5,2,3,0.26329787,Q25_50,0,1,3
9,377,18251,48,155,3,5,2,3,0.12765957,Q0_25,0,2,3
9,377,126154,334,236,3,6,3,3,0.88829787,Q75_100,0,1,3
9,377,125699,333,158,3,6,3,3,0.8856383,Q75_100,0,0,3
9,377,32910,87,111,3,5,2,3,0.23138298,Q0_25,0,1,3
9,377,1643,4,135,3,4,1,3,0.0106383,Q0_25,0,0,3
9,377,37012,98,66,3,5,2,2,0.2606383,Q25_50,0,1,2
9,377,102961,273,40,3,6,3,2,0.72606383,Q50_75,0,0,2
9,377,47251,125,126,3,5,3,3,0.33244681,Q25_50,0,1,3
9,377,9937,26,135,3,4,2,3,0.06914894,Q0_25,0,0,3
9,377,123713,328,57,3,6,3,2,0.87234043,Q75_100,0,0,2
9,377,25346,67,87,3,5,2,2,0.17819149,Q0_25,0,0,2
9,377,94453,250,203,3,5,3,3,0.66489362,Q50_75,0,2,3
9,377,14786,39,83,3,5,2,2,0.1037234,Q0_25,0,0,2
9,377,138816,368,80,3,6,3,2,0.9787234,Q75_100,0,0,2
9,377,9138,24,90,3,4,2,2,0.06382979,Q0_25,0,0,2
9,377,35553,94,115,3,5,2,3,0.25,Q25_50,0,1,3
9,377,17341,45,376,3,5,2,3,0.11968085,Q0_25,0,0,3
9,377,135064,358,98,3,6,3,2,0.95212766,Q75_100,0,0,2
9,377,64635,171,168,3,5,3,3,0.45478723,Q25_50,0,0,3
9,377,52113,138,87,3,5,3,2,0.36702128,Q25_50,0,1,2
9,377,26051,69,38,3,5,2,2,0.18351064,Q0_25,0,0,2
9,377,34563,91,256,3,5,2,3,0.24202128,Q0_25,0,1,3
9,377,116200,308,84,3,6,3,2,0.81914894,Q75_100,0,0,2
9,377,116765,309,272,3,6,3,3,0.82180851,Q75_100,0,1,3
9,377,58952,156,140,3,5,3,3,0.41489362,Q25_50,0,2,3
9,377,31607,83,316,3,5,2,3,0.22074468,Q0_25,0,0,3
9,377,132033,350,83,3,6,3,2,0.93085106,Q75_100,0,0,2
9,377,109690,290,360,3,6,3,3,0.7712766,Q75_100,0,1,3
9,377,78462,208,46,3,5,3,2,0.55319149,Q50_75,0,0,2
9,377,64226,170,136,3,5,3,3,0.45212766,Q25_50,0,1,3
9,377,136117,361,20,3,6,3,2,0.96010638,Q75_100,0,1,2
9,377,102301,271,134,3,6,3,3,0.72074468,Q50_75,0,1,3
9,377,13750,36,178,3,5,2,3,0.09574468,Q0_25,0,1,3
9,377,99333,263,182,3,5,3,3,0.69946809,Q50_75,0,0,3
9,377,123189,326,287,3,6,3,3,0.86702128,Q75_100,0,1,3
9,377,102220,271,53,3,6,3,2,0.72074468,Q50_75,0,0,2
9,377,132865,352,161,3,6,3,3,0.93617021,Q75_100,0,1,3
9,377,7079,18,293,3,4,2,3,0.04787234,Q0_25,0,1,3
9,377,54618,144,330,3,5,3,3,0.38297872,Q25_50,0,1,3
9,377,86414,229,81,3,5,3,2,0.60904255,Q50_75,0,1,2
9,377,36164,95,349,3,5,2,3,0.25265957,Q25_50,0,0,3
9,377,67698,179,215,3,5,3,3,0.47606383,Q25_50,0,2,3
9,377,85818,227,239,3,5,3,3,0.6037234,Q50_75,0,2,3
9,377,3941,10,171,3,4,2,3,0.02659574,Q0_25,0,0,3
9,377,40336,106,374,3,5,3,3,0.28191489,Q25_50,0,0,3
9,377,117157,310,287,3,6,3,3,0.82446809,Q75_100,0,1,3
9,377,132084,350,134,3,6,3,3,0.93085106,Q75_100,0,0,3
9,377,15537,41,80,3,5,2,2,0.10904255,Q0_25,0,0,2
9,377,42023,111,176,3,5,3,3,0.29521277,Q25_50,0,2,3
9,377,48543,128,287,3,5,3,3,0.34042553,Q25_50,0,1,3
9,377,117146,310,276,3,6,3,3,0.82446809,Q75_100,0,1,3
9,377,131531,348,335,3,6,3,3,0.92553191,Q75_100,0,0,3
9,377,79857,211,310,3,5,3,3,0.56117021,Q50_75,0,0,3
9,377,88370,234,152,3,5,3,3,0.62234043,Q50_75,0,2,3
9,377,11036,29,103,3,5,2,3,0.07712766,Q0_25,0,0,3
9,377,119578,317,69,3,6,3,2,0.84308511,Q75_100,0,0,2
9,377,30505,80,345,3,5,2,3,0.21276596,Q0_25,0,0,3
9,377,61940,164,112,3,5,3,3,0.43617021,Q25_50,0,1,3
9,377,10250,27,71,3,5,2,2,0.07180851,Q0_25,0,0,2
9,377,92803,246,61,3,5,3,2,0.65425532,Q50_75,0,1,2
9,377,7001,18,215,3,4,2,3,0.04787234,Q0_25,0,1,3
9,377,5704,15,49,3,4,2,2,0.03989362,Q0_25,0,0,2
9,377,68758,182,144,3,5,3,3,0.48404255,Q25_50,0,0,3
9,377,127042,336,370,3,6,3,3,0.89361702,Q75_100,0,0,3
9,377,74757,198,111,3,5,3,3,0.52659574,Q50_75,0,1,3
9,377,75313,199,290,3,5,3,3,0.52925532,Q50_75,0,2,3
9,377,38470,102,16,3,5,3,2,0.2712766,Q25_50,0,0,2
9,377,122813,325,288,3,6,3,3,0.8643617,Q75_100,0,1,3
9,377,76379,202,225,3,5,3,3,0.53723404,Q50_75,1,3,3
9,377,12539,33,98,3,5,2,2,0.08776596,Q0_25,0,0,2
9,377,40334,106,372,3,5,3,3,0.28191489,Q25_50,0,0,3
9,377,62318,165,113,3,5,3,3,0.43882979,Q25_50,0,0,3
9,377,64650,171,183,3,5,3,3,0.45478723,Q25_50,0,1,3
9,377,72024,191,17,3,5,3,2,0.50797872,Q50_75,0,0,2
9,377,88877,235,282,3,5,3,3,0.625,Q50_75,0,2,3
9,377,12875,34,57,3,5,2,2,0.09042553,Q0_25,0,0,2
9,377,53425,141,268,3,5,3,3,0.375,Q25_50,0,2,3
9,377,138703,367,344,3,6,3,3,0.97606383,Q75_100,0,0,3
9,377,77262,204,354,3,5,3,3,0.54255319,Q50_75,0,0,3
9,377,51643,136,371,3,5,3,3,0.36170213,Q25_50,0,0,3
9,377,109241,289,288,3,6,3,3,0.76861702,Q75_100,0,1,3
9,377,20029,53,48,3,5,2,2,0.14095745,Q0_25,0,0,2
9,377,120898,320,258,3,6,3,3,0.85106383,Q75_100,0,0,3
9,377,5902,15,247,3,4,2,3,0.03989362,Q0_25,0,2,3
9,377,114994,305,9,3,6,3,1,0.81117021,Q75_100,0,0,1
9,377,19440,51,213,3,5,2,3,0.1356383,Q0_25,0,1,3
9,377,33781,89,228,3,5,2,3,0.23670213,Q0_25,0,1,3
9,377,49432,131,45,3,5,3,2,0.34840426,Q25_50,0,0,2
9,377,15894,42,60,3,5,2,2,0.11170213,Q0_25,0,0,2
9,377,30920,82,6,3,5,2,1,0.21808511,Q0_25,0,0,1
9,377,34930,92,246,3,5,2,3,0.24468085,Q0_25,0,1,3
9,377,33927,89,374,3,5,2,3,0.23670213,Q0_25,0,0,3
9,377,4191,11,44,3,4,2,2,0.02925532,Q0_25,0,0,2
9,377,53726,142,192,3,5,3,3,0.37765957,Q25_50,0,1,3
9,377,75037,199,14,3,5,3,2,0.52925532,Q50_75,0,1,2
9,377,35233,93,172,3,5,2,3,0.24734043,Q0_25,0,1,3
9,377,41378,109,285,3,5,3,3,0.28989362,Q25_50,0,1,3
9,377,41345,109,252,3,5,3,3,0.28989362,Q25_50,0,2,3
9,377,54494,144,206,3,5,3,3,0.38297872,Q25_50,0,1,3
9,377,22707,60,87,3,5,2,2,0.15957447,Q0_25,0,1,2
9,377,91878,243,267,3,5,3,3,0.6462766,Q50_75,0,2,3
9,377,28675,76,23,3,5,2,2,0.20212766,Q0_25,0,1,2
9,377,55308,146,266,3,5,3,3,0.38829787,Q25_50,1,3,3
9,377,80326,213,25,3,5,3,2,0.56648936,Q50_75,0,0,2
9,377,99310,263,159,3,5,3,3,0.69946809,Q50_75,0,2,3
9,377,11635,30,325,3,5,2,3,0.07978723,Q0_25,0,0,3
9,377,226,0,226,3,3,1,3,0.0,Q0_25,0,2,3
9,377,61412,162,338,3,5,3,3,0.43085106,Q25_50,0,1,3
9,377,99907,265,2,3,5,3,1,0.70478723,Q50_75,0,0,1
9,377,118209,313,208,3,6,3,3,0.83244681,Q75_100,0,1,3
9,377,88317,234,99,3,5,3,2,0.62234043,Q50_75,0,0,2
9,377,51139,135,244,3,5,3,3,0.35904255,Q25_50,0,1,3
9,377,41603,110,133,3,5,3,3,0.29255319,Q25_50,0,1,3
9,377,66134,175,159,3,5,3,3,0.46542553,Q25_50,0,1,3
9,377,74282,197,13,3,5,3,2,0.52393617,Q50_75,0,0,2
9,377,37008,98,62,3,5,2,2,0.2606383,Q25_50,1,2,2
9,377,5041,13,140,3,4,2,3,0.03457447,Q0_25,0,0,3
9,377,14489,38,163,3,5,2,3,0.10106383,Q0_25,0,1,3
9,377,110033,291,326,3,6,3,3,0.77393617,Q75_100,0,0,3
9,377,119262,316,130,3,6,3,3,0.84042553,Q75_100,0,0,3
9,377,132882,352,178,3,6,3,3,0.93617021,Q75_100,0,0,3
9,377,94995,251,368,3,5,3,3,0.66755319,Q50_75,0,0,3
9,377,105177,278,371,3,6,3,3,0.7393617,Q50_75,0,1,3
9,377,47286,125,161,3,5,3,3,0.33244681,Q25_50,0,0,3
9,377,69579,184,211,3,5,3,3,0.4893617,Q25_50,0,0,3
9,377,55855,148,59,3,5,3,2,0.39361702,Q25_50,0,0,2
9,377,59009,156,197,3,5,3,3,0.41489362,Q25_50,0,1,3
9,377,50745,134,227,3,5,3,3,0.35638298,Q25_50,0,2,3
9,377,9292,24,244,3,4,2,3,0.06382979,Q0_25,0,1,3
9,377,137748,365,143,3,6,3,3,0.97074468,Q75_100,0,1,3
9,377,103359,274,61,3,6,3,2,0.7287234,Q50_75,0,0,2
9,377,82118,217,309,3,5,3,3,0.57712766,Q50_75,0,0,3
9,377,60635,160,315,3,5,3,3,0.42553191,Q25_50,0,0,3
9,377,102179,271,12,3,6,3,2,0.72074468,Q50_75,0,0,2
9,377,6268,16,236,3,4,2,3,0.04255319,Q0_25,0,0,3
9,377,51601,136,329,3,5,3,3,0.36170213,Q25_50,0,0,3
9,377,93611,248,115,3,5,3,3,0.65957447,Q50_75,0,1,3
9,377,130848,347,29,3,6,3,2,0.92287234,Q75_100,0,1,2
9,377,120891,320,251,3,6,3,3,0.85106383,Q75_100,0,1,3
9,377,92004,244,16,3,5,3,2,0.64893617,Q50_75,0,0,2
9,377,93792,248,296,3,5,3,3,0.65957447,Q50_75,0,1,3
9,377,1554,4,46,3,4,1,2,0.0106383,Q0_25,0,0,2
9,377,73675,195,160,3,5,3,3,0.51861702,Q50_75,0,1,3
9,377,72101,191,94,3,5,3,2,0.50797872,Q50_75,0,1,2
9,377,48440,128,184,3,5,3,3,0.34042553,Q25_50,0,2,3
9,377,17288,45,323,3,5,2,3,0.11968085,Q0_25,0,1,3
9,377,25862,68,226,3,5,2,3,0.18085106,Q0_25,0,2,3
9,377,92166,244,178,3,5,3,3,0.64893617,Q50_75,0,1,3
9,377,12312,32,248,3,5,2,3,0.08510638,Q0_25,0,2,3
9,377,8760,23,89,3,4,2,2,0.06117021,Q0_25,0,0,2
9,377,74947,198,301,3,5,3,3,0.52659574,Q50_75,0,0,3
9,377,80779,214,101,3,5,3,3,0.56914894,Q50_75,0,2,3
9,377,112034,297,65,3,6,3,2,0.78989362,Q75_100,0,0,2
9,377,2760,7,121,3,4,1,3,0.01861702,Q0_25,0,1,3
9,377,133571,354,113,3,6,3,3,0.94148936,Q75_100,0,0,3
9,377,42891,113,290,3,5,3,3,0.30053191,Q25_50,0,2,3
9,377,102583,272,39,3,6,3,2,0.72340426,Q50_75,0,0,2
9,377,97143,257,254,3,5,3,3,0.68351064,Q50_75,0,2,3
9,377,106444,282,130,3,6,3,3,0.75,Q75_100,0,0,3
9,377,1348,3,217,3,4,1,3,0.00797872,Q0_25,0,1,3
9,377,430,1,53,3,3,1,2,0.00265957,Q0_25,0,0,2
9,377,55279,146,237,3,5,3,3,0.38829787,Q25_50,0,2,3
9,377,68453,181,216,3,5,3,3,0.48138298,Q25_50,0,2,3
9,377,16460,43,249,3,5,2,3,0.1143617,Q0_25,0,2,3
9,377,44022,116,290,3,5,3,3,0.30851064,Q25_50,0,1,3
9,377,78783,208,367,3,5,3,3,0.55319149,Q50_75,0,0,3
9,377,71560,189,307,3,5,3,3,0.50265957,Q50_75,0,0,3
9,377,80949,214,271,3,5,3,3,0.56914894,Q50_75,0,1,3
9,377,75157,199,134,3,5,3,3,0.52925532,Q50_75,0,1,3
9,377,17309,45,344,3,5,2,3,0.11968085,Q0_25,0,0,3
9,377,86773,230,63,3,5,3,2,0.61170213,Q50_75,0,1,2
9,377,126629,335,334,3,6,3,3,0.89095745,Q75_100,0,0,3
9,377,94791,251,164,3,5,3,3,0.66755319,Q50_75,0,1,3
9,377,60559,160,239,3,5,3,3,0.42553191,Q25_50,0,0,3
9,377,68452,181,215,3,5,3,3,0.48138298,Q25_50,0,1,3
9,377,29093,77,64,3,5,2,2,0.20478723,Q0_25,0,1,2
9,377,118407,314,29,3,6,3,2,0.83510638,Q75_100,0,0,2
9,377,30723,81,186,3,5,2,3,0.21542553,Q0_25,0,0,3
9,377,67917,180,57,3,5,3,2,0.4787234,Q25_50,0,0,2
9,377,136542,362,68,3,6,3,2,0.96276596,Q75_100,0,0,2
9,377,3741,9,348,3,4,1,3,0.02393617,Q0_25,0,0,3
9,377,88745,235,150,3,5,3,3,0.625,Q50_75,0,2,3
9,377,83860,222,166,3,5,3,3,0.59042553,Q50_75,0,2,3
9,377,65122,172,278,3,5,3,3,0.45744681,Q25_50,0,1,3
9,377,38984,103,153,3,5,3,3,0.27393617,Q25_50,0,1,3
9,377,98938,262,164,3,5,3,3,0.69680851,Q50_75,0,2,3
9,377,127943,339,140,3,6,3,3,0.90159574,Q75_100,0,1,3
9,377,8597,22,303,3,4,2,3,0.05851064,Q0_25,0,0,3
9,377,136853,363,2,3,6,3,1,0.96542553,Q75_100,0,0,1
9,377,61519,163,68,3,5,3,2,0.43351064,Q25_50,0,1,2
9,377,77736,206,74,3,5,3,2,0.54787234,Q50_75,0,0,2
9,377,47954,127,75,3,5,3,2,0.33776596,Q25_50,0,0,2
9,377,89762,238,36,3,5,3,2,0.63297872,Q50_75,0,0,2
9,377,47218,125,93,3,5,3,2,0.33244681,Q25_50,0,0,2
9,377,97840,259,197,3,5,3,3,0.68882979,Q50_75,0,1,3
9,377,70745,187,246,3,5,3,3,0.49734043,Q25_50,0,0,3
9,377,49051,130,41,3,5,3,2,0.34574468,Q25_50,0,0,2
9,377,88008,233,167,3,5,3,3,0.61968085,Q50_75,1,3,3
9,377,78350,207,311,3,5,3,3,0.55053191,Q50_75,0,0,3
9,377,86768,230,58,3,5,3,2,0.61170213,Q50_75,0,0,2
9,377,106340,282,26,3,6,3,2,0.75,Q75_100,1,2,2
9,377,107426,284,358,3,6,3,3,0.75531915,Q75_100,0,0,3
9,377,122512,324,364,3,6,3,3,0.86170213,Q75_100,0,0,3
9,377,140252,372,8,3,6,3,1,0.9893617,Q75_100,0,0,1
9,377,115333,305,348,3,6,3,3,0.81117021,Q75_100,0,0,3
9,377,19547,51,320,3,5,2,3,0.1356383,Q0_25,0,0,3
9,377,118467,314,89,3,6,3,2,0.83510638,Q75_100,0,0,2
9,377,13145,34,327,3,5,2,3,0.09042553,Q0_25,0,0,3
9,377,39083,103,252,3,5,3,3,0.27393617,Q25_50,0,1,3
9,377,1915,5,30,3,4,1,2,0.01329787,Q0_25,0,0,2
9,377,123477,327,198,3,6,3,3,0.86968085,Q75_100,0,0,3
9,377,102972,273,51,3,6,3,2,0.72606383,Q50_75,0,0,2
9,377,30182,80,22,3,5,2,2,0.21276596,Q0_25,0,0,2
9,377,14519,38,193,3,5,2,3,0.10106383,Q0_25,0,1,3
9,377,1265,3,134,3,4,1,3,0.00797872,Q0_25,0,1,3
9,377,122730,325,205,3,6,3,3,0.8643617,Q75_100,0,1,3
9,377,13930,36,358,3,5,2,3,0.09574468,Q0_25,0,0,3
9,377,32641,86,219,3,5,2,3,0.2287234,Q0_25,0,2,3
9,377,86903,230,193,3,5,3,3,0.61170213,Q50_75,0,0,3
9,377,57999,153,318,3,5,3,3,0.40691489,Q25_50,0,0,3
9,377,59759,158,193,3,5,3,3,0.42021277,Q25_50,0,2,3
9,377,3855,10,85,3,4,2,2,0.02659574,Q0_25,0,0,2
9,377,42775,113,174,3,5,3,3,0.30053191,Q25_50,0,2,3
9,377,8272,21,355,3,4,2,3,0.05585106,Q0_25,0,0,3
9,377,106036,281,99,3,6,3,2,0.74734043,Q50_75,0,0,2
9,377,61050,161,353,3,5,3,3,0.42819149,Q25_50,0,0,3
9,377,6895,18,109,3,4,2,3,0.04787234,Q0_25,0,1,3
9,377,3998,10,228,3,4,2,3,0.02659574,Q0_25,0,1,3
9,377,62208,165,3,3,5,3,1,0.43882979,Q25_50,0,0,1
9,377,74160,196,268,3,5,3,3,0.5212766,Q50_75,0,1,3
9,377,133366,353,285,3,6,3,3,0.93882979,Q75_100,0,1,3
9,377,93069,246,327,3,5,3,3,0.65425532,Q50_75,0,1,3
9,377,33388,88,212,3,5,2,3,0.23404255,Q0_25,0,1,3
9,377,34449,91,142,3,5,2,3,0.24202128,Q0_25,0,0,3
9,377,39152,103,321,3,5,3,3,0.27393617,Q25_50,0,0,3
9,377,100674,267,15,3,6,3,2,0.71010638,Q50_75,0,0,2
9,377,102355,271,188,3,6,3,3,0.72074468,Q50_75,0,0,3
9,377,72844,193,83,3,5,3,2,0.51329787,Q50_75,0,0,2
9,377,7022,18,236,3,4,2,3,0.04787234,Q0_25,0,1,3
9,377,9587,25,162,3,4,2,3,0.06648936,Q0_25,0,0,3
9,377,78677,208,261,3,5,3,3,0.55319149,Q50_75,0,0,3
9,377,125874,333,333,3,6,3,3,0.8856383,Q75_100,0,0,3
9,377,57743,153,62,3,5,3,2,0.40691489,Q25_50,0,0,2
9,377,98570,261,173,3,5,3,3,0.69414894,Q50_75,0,2,3
9,377,39518,104,310,3,5,3,3,0.27659574,Q25_50,0,0,3
9,377,48419,128,163,3,5,3,3,0.34042553,Q25_50,0,1,3
9,377,82819,219,256,3,5,3,3,0.58244681,Q50_75,0,1,3
9,377,66260,175,285,3,5,3,3,0.46542553,Q25_50,0,1,3
9,377,71323,189,70,3,5,3,2,0.50265957,Q50_75,0,0,2
9,377,36756,97,187,3,5,2,3,0.25797872,Q25_50,0,2,3
9,377,56987,151,60,3,5,3,2,0.40159574,Q25_50,0,0,2
9,377,3371,8,355,3,4,1,3,0.0212766,Q0_25,0,0,3
9,377,45294,120,54,3,5,3,2,0.31914894,Q25_50,0,0,2
